NetSample,Node,Step,Graph,Correlation
0,0,1,IG,0.9998625712904937
0,0,1,EG,1.0
0,0,2,IG,0.8836438052630504
0,0,2,EG,0.8643386668582269
0,0,3,IG,0.7803510777040692
0,0,3,EG,0.7390155380999126
0,0,4,IG,0.6294161886254287
0,0,4,EG,0.5362472012010376
0,0,5,IG,0.2606818355055182
0,0,5,EG,0.1809472860803857
0,0,6,IG,0.08879923133653228
0,0,6,EG,0.23794589576064684
0,0,7,IG,0.015669465007101098
0,0,7,EG,0.21648005713920188
0,0,8,IG,0.08531178772197666
0,0,8,EG,0.19138362552741983
0,0,9,IG,0.06790203389088109
0,0,9,EG,0.20644795363138208
0,0,10,IG,-0.022633671676923813
0,0,10,EG,0.18836708910227157
0,1,1,IG,0.8122786587080686
0,1,1,EG,1.0
0,1,2,IG,0.6837432777310459
0,1,2,EG,0.7967954669399818
0,1,3,IG,0.5871616178151277
0,1,3,EG,0.597343281127321
0,1,4,IG,0.46132330334071114
0,1,4,EG,0.443245714058032
0,1,5,IG,0.108022403774502
0,1,5,EG,0.28711267424333925
0,1,6,IG,0.10795395077072278
0,1,6,EG,0.272192208460007
0,1,7,IG,-0.012187398245996664
0,1,7,EG,0.17804901504435763
0,1,8,IG,-0.14450728839882124
0,1,8,EG,0.25809781958601236
0,1,9,IG,0.019151683288780207
0,1,9,EG,0.32650770599742507
0,1,10,IG,0.019151740762940232
0,1,10,EG,0.35434148501301543
0,2,1,IG,0.9998625712904937
0,2,1,EG,1.0
0,2,2,IG,0.8836438052630504
0,2,2,EG,0.8665682382252007
0,2,3,IG,0.8062270190083135
0,2,3,EG,0.7778967334690732
0,2,4,IG,0.7635975335340237
0,2,4,EG,0.7508316100451218
0,2,5,IG,0.4880234477903156
0,2,5,EG,0.5861744503779264
0,2,6,IG,0.10623125270396534
0,2,6,EG,0.5833496078892583
0,2,7,IG,-0.057458153708507105
0,2,7,EG,0.4703509627026011
0,2,8,IG,0.019151855712812613
0,2,8,EG,0.4199596054648353
0,2,9,IG,-0.005223155002367034
0,2,9,EG,0.3635367838908744
0,2,10,IG,0.0017410621171618371
0,2,10,EG,0.3234448526813288
0,3,1,IG,0.8122786587080686
0,3,1,EG,1.0
0,3,2,IG,0.6837432777310459
0,3,2,EG,0.6979973187504622
0,3,3,IG,0.5917751499514055
0,3,3,EG,0.6321767434090524
0,3,4,IG,0.4042187682684674
0,3,4,EG,0.39490785479956236
0,3,5,IG,-0.013730683359878497
0,3,5,EG,0.4027289313067104
0,3,6,IG,0.0644283863590874
0,3,6,EG,0.4323263271796287
0,3,7,IG,0.0992411363222008
0,3,7,EG,0.33277812805718676
0,3,8,IG,0.043526291686391945
0,3,8,EG,0.26434663632904304
0,3,9,IG,-0.09923964723236986
0,3,9,EG,0.2442717167068439
0,3,10,IG,-0.053972439722867825
0,3,10,EG,0.18203562283048136
0,4,1,IG,0.9998625712904937
0,4,1,EG,0.9998625807338188
0,4,2,IG,0.7976395788861868
0,4,2,EG,0.7807258123823778
0,4,3,IG,0.6453737045781638
0,4,3,EG,0.6390013845183959
0,4,4,IG,0.5011589080922848
0,4,4,EG,0.4874385943027431
0,4,5,IG,0.0787038287590408
0,4,5,EG,0.23370664299429095
0,4,6,IG,0.13058828072619508
0,4,6,EG,0.1673832885355841
0,4,7,IG,0.15147104051256455
0,4,7,EG,0.24798921847584907
0,4,8,IG,0.14450815572443246
0,4,8,EG,0.21430803980186625
0,4,9,IG,0.14798983584424522
0,4,9,EG,0.2374074402389934
0,4,10,IG,0.14798983584424522
0,4,10,EG,0.2707304690374934
0,5,1,IG,0.9998625712904937
0,5,1,EG,0.9999656445933075
0,5,2,IG,0.7976395788861868
0,5,2,EG,0.7672034372549104
0,5,3,IG,0.7446995802259675
0,5,3,EG,0.679811625222339
0,5,4,IG,0.6395773938559844
0,5,4,EG,0.48421036563150804
0,5,5,IG,0.3112239392653159
0,5,5,EG,0.2657368191752299
0,5,6,IG,0.047020814080175354
0,5,6,EG,0.16334011166622892
0,5,7,IG,-0.09575784171006226
0,5,7,EG,0.0093063037449094
0,5,8,IG,-0.10968855926177769
0,5,8,EG,0.02550358935373014
0,5,9,IG,0.06093680836094872
0,5,9,EG,0.15639752123902242
0,5,10,IG,-0.04004490939418862
0,5,10,EG,0.15381937466067827
0,6,1,IG,0.9998625712904937
0,6,1,EG,0.9999656445933075
0,6,2,IG,0.8503855525703932
0,6,2,EG,0.8346622645687679
0,6,3,IG,0.7529108809218935
0,6,3,EG,0.7127799993480215
0,6,4,IG,0.5661068766599388
0,6,4,EG,0.3757751267908279
0,6,5,IG,0.08930105776329912
0,6,5,EG,-0.03609534660154237
0,6,6,IG,-0.09575812907568808
0,6,6,EG,0.11318251941531923
0,6,7,IG,0.10272235664482904
0,6,7,EG,0.16279928224857673
0,6,8,IG,-0.14450858939309447
0,6,8,EG,0.14408844826003006
0,6,9,IG,0.01915151086940471
0,6,9,EG,0.1432464228672371
0,6,10,IG,-0.12013328608416676
0,6,10,EG,0.14345178617294613
0,7,1,IG,0.9998625712904937
0,7,1,EG,1.0
0,7,2,IG,0.8503855525703932
0,7,2,EG,0.8295589745706676
0,7,3,IG,0.7399996213284157
0,7,3,EG,0.7271995395781288
0,7,4,IG,0.5414440716841199
0,7,4,EG,0.5405006254943309
0,7,5,IG,0.2505193020820246
0,7,5,EG,0.36786430961161487
0,7,6,IG,0.08531716460407987
0,7,6,EG,0.2843377996920929
0,7,7,IG,0.01741083017138636
0,7,7,EG,0.2883552183679842
0,7,8,IG,0.10446341353711426
0,7,8,EG,0.25227889112046475
0,7,9,IG,0.022633671676923813
0,7,9,EG,0.2479469857236534
0,7,10,IG,0.022633739599708096
0,7,10,EG,0.266391933749921
0,8,1,IG,0.9998625712904937
0,8,1,EG,0.9998625807338188
0,8,2,IG,0.7423094563857078
0,8,2,EG,0.7392154370240542
0,8,3,IG,0.6551843993486176
0,8,3,EG,0.6209782525577955
0,8,4,IG,0.4636731969525673
0,8,4,EG,0.35859893816034416
0,8,5,IG,0.12194844253089447
0,8,5,EG,0.06428954875173212
0,8,6,IG,0.1533285436335253
0,8,6,EG,0.0023546448519854036
0,8,7,IG,0.16192849608529444
0,8,7,EG,0.04045451681033198
0,8,8,IG,0.16365885674083372
0,8,8,EG,0.1545417170111984
0,8,9,IG,0.16366180361103178
0,8,9,EG,0.10376194840665671
0,8,10,IG,0.16365934787481237
0,8,10,EG,0.14022388299830707
0,9,1,IG,0.9998625712904937
0,9,1,EG,1.0
0,9,2,IG,0.6837432777310459
0,9,2,EG,0.7375205783346486
0,9,3,IG,0.6187489848432329
0,9,3,EG,0.5924476298318273
0,9,4,IG,0.4844786000389648
0,9,4,EG,0.45337484597813804
0,9,5,IG,0.18365029121718784
0,9,5,EG,0.14946886134965315
0,9,6,IG,0.05400259093001682
0,9,6,EG,0.1381294438191738
0,9,7,IG,0.09924888067001267
0,9,7,EG,0.2171104762073272
0,9,8,IG,0.09924024286025857
0,9,8,EG,0.0942182742226239
0,9,9,IG,0.12361503935225189
0,9,9,EG,0.0804999926569867
0,9,10,IG,0.13406178302146146
0,9,10,EG,0.12344989878302388
1,0,1,IG,0.9998625712904937
1,0,1,EG,0.9999656445933075
1,0,2,IG,0.7976395788861868
1,0,2,EG,0.8156946505174549
1,0,3,IG,0.6757907886335328
1,0,3,EG,0.6369365129435166
1,0,4,IG,0.5731762210087199
1,0,4,EG,0.5736660753919467
1,0,5,IG,0.1825323929837261
1,0,5,EG,0.3659923552438609
1,0,6,IG,-0.07485758420304872
1,0,6,EG,0.40502019579011617
1,0,7,IG,-0.06267127780980161
1,0,7,EG,0.3815749838190851
1,0,8,IG,0.01914967201910786
1,0,8,EG,0.3765919051644893
1,0,9,IG,0.08878457661291825
1,0,9,EG,0.3642759618702327
1,0,10,IG,0.019149557108550493
1,0,10,EG,0.3111229371653285
1,1,1,IG,0.9998625712904937
1,1,1,EG,0.9999656445933075
1,1,2,IG,0.7423094563857078
1,1,2,EG,0.805878473005517
1,1,3,IG,0.6176032902833267
1,1,3,EG,0.5962791532340063
1,1,4,IG,0.5547629549473164
1,1,4,EG,0.4661750554101303
1,1,5,IG,0.25575639646087894
1,1,5,EG,0.06594539350205883
1,1,6,IG,0.10967605242720313
1,1,6,EG,-0.012729679038198063
1,1,7,IG,0.15493825542732725
1,1,7,EG,0.0989019906100271
1,1,8,IG,0.15493825542732725
1,1,8,EG,0.18083417853482744
1,1,9,IG,0.14449254625239635
1,1,9,EG,0.10302184757157155
1,1,10,IG,0.15493872029904032
1,1,10,EG,0.06320107633739427
1,2,1,IG,0.8205817474739986
1,2,1,EG,0.8206236128217197
1,2,2,IG,0.9337279611775601
1,2,2,EG,0.9350535843542499
1,2,3,IG,0.9295977334471608
1,2,3,EG,0.9450455942250158
1,2,4,IG,0.7388923917696795
1,2,4,EG,0.8545351817419008
1,2,5,IG,0.3160236738300262
1,2,5,EG,0.6682173373969089
1,2,6,IG,-0.0574484989621426
1,2,6,EG,0.5439730841250493
1,2,7,IG,-0.015667772444220712
1,2,7,EG,0.45312183006922985
1,2,8,IG,0.03655835507590751
1,2,8,EG,0.41374603239461794
1,2,9,IG,0.05744867132565148
1,2,9,EG,0.4292548560886629
1,2,10,IG,0.07485758420304872
1,2,10,EG,0.445615590268117
1,3,1,IG,0.9998625712904937
1,3,1,EG,1.0
1,3,2,IG,0.8503959056393268
1,3,2,EG,0.8371197631236903
1,3,3,IG,0.7293270889656612
1,3,3,EG,0.7050665576506159
1,3,4,IG,0.5429545953571688
1,3,4,EG,0.4333030764061417
1,3,5,IG,0.04009499685515989
1,3,5,EG,0.3462908241597344
1,3,6,IG,-0.12708342444765328
1,3,6,EG,0.3352168425136882
1,3,7,IG,-0.03307640849335483
1,3,7,EG,0.32067098217656764
1,3,8,IG,-0.008704344140250224
1,3,8,EG,0.26595527950570824
1,3,9,IG,-0.05396677175231578
1,3,9,EG,0.32402587126785737
1,3,10,IG,-0.015667772444220712
1,3,10,EG,0.35354769495310623
1,4,1,IG,0.9998625712904937
1,4,1,EG,0.9998625712904937
1,4,2,IG,0.7976395788861868
1,4,2,EG,0.7826154391707874
1,4,3,IG,0.6909110219328275
1,4,3,EG,0.6602082271908499
1,4,4,IG,0.524531232740158
1,4,4,EG,0.4902304467045945
