NetSample,Node,Step,Graph,Correlation
1,4,5,IG,-0.1637059801942091
1,4,5,EG,0.24850438958578872
1,4,6,IG,0.060932419997961534
1,4,6,EG,0.48111280310395615
1,4,7,IG,-0.005222590814740238
1,4,7,EG,0.3660747866383954
1,4,8,IG,-0.13056516210375335
1,4,8,EG,0.3364023294001882
1,4,9,IG,-0.13752863741595356
1,4,9,EG,0.31795839002130943
1,4,10,IG,-0.10619299851105272
1,4,10,EG,0.3344066867566876
1,5,1,IG,0.9998625712904937
1,5,1,EG,0.9998625807338188
1,5,2,IG,0.7976395788861868
1,5,2,EG,0.7815134096002131
1,5,3,IG,0.6554451788906299
1,5,3,EG,0.6061623401152757
1,5,4,IG,0.5308418207604474
1,5,4,EG,0.5199463627130012
1,5,5,IG,0.06952453969296256
1,5,5,EG,0.22339550049715373
1,5,6,IG,-0.026113110768505362
1,5,6,EG,0.17399643806638024
1,5,7,IG,-0.1584195386622659
1,5,7,EG,0.23562286524484236
1,5,8,IG,-0.05048549895946618
1,5,8,EG,0.33543329238751896
1,5,9,IG,-0.03307650773295085
1,5,9,EG,0.34865812658170653
1,5,10,IG,-0.10619267989971815
1,5,10,EG,0.29249642274395726
1,6,1,IG,0.9998625712904937
1,6,1,EG,1.0
1,6,2,IG,0.8503855525703932
1,6,2,EG,0.8313383131516802
1,6,3,IG,0.7048341491039658
1,6,3,EG,0.6871325504341789
1,6,4,IG,0.5625905335566378
1,6,4,EG,0.5905897159999108
1,6,5,IG,0.15607997805673976
1,6,5,EG,0.44356798991865354
1,6,6,IG,0.10967572335774764
1,6,6,EG,0.2833359861323993
1,6,7,IG,-0.12012030953512468
1,6,7,EG,0.2786291519445114
1,6,8,IG,0.010445275646786108
1,6,8,EG,0.2825939551688395
1,6,9,IG,-0.08182058943093039
1,6,9,EG,0.29283881979177206
1,6,10,IG,-0.13056555384252683
1,6,10,EG,0.3097976638152723
1,7,1,IG,0.9998625712904937
1,7,1,EG,1.0
1,7,2,IG,0.7423094563857078
1,7,2,EG,0.7199863172471392
1,7,3,IG,0.6850485053577698
1,7,3,EG,0.6378600449770084
1,7,4,IG,0.5230541574628393
1,7,4,EG,0.37625875896394356
1,7,5,IG,0.14883419876958717
1,7,5,EG,0.1922459923405743
1,7,6,IG,-0.15493732569645402
1,7,6,EG,0.3038860391612962
1,7,7,IG,0.0887848429976819
1,7,7,EG,0.35224436811045134
1,7,8,IG,-0.029594858870972747
1,7,8,EG,0.3390497561405578
1,7,9,IG,-0.005222606484150135
1,7,9,EG,0.39455094150516357
1,7,10,IG,-0.06267184191871293
1,7,10,EG,0.33397962463743747
1,8,1,IG,0.8122786587080686
1,8,1,EG,1.0
1,8,2,IG,0.6837432777310459
1,8,2,EG,0.6924116997568279
1,8,3,IG,0.6485287452456995
1,8,3,EG,0.6295588439924181
1,8,4,IG,0.47723694538543054
1,8,4,EG,0.4348248207051376
1,8,5,IG,0.2279185006562374
1,8,5,EG,0.35288139463041784
1,8,6,IG,-0.047003740410537474
1,8,6,EG,0.26386579051055187
1,8,7,IG,-0.15493965005501967
1,8,7,EG,0.19692769850215236
1,8,8,IG,-0.1479738503842538
1,8,8,EG,0.2718226122076359
1,8,9,IG,-0.12360205763759205
1,8,9,EG,0.3012945318494255
1,8,10,IG,-0.13752946268268373
1,8,10,EG,0.2745230924766758
1,9,1,IG,0.9998625712904937
1,9,1,EG,0.9999656445933075
1,9,2,IG,0.8503855525703932
1,9,2,EG,0.8306607976425575
1,9,3,IG,0.7934803351845051
1,9,3,EG,0.7106655478020788
1,9,4,IG,0.6805755972302794
1,9,4,EG,0.591359166798033
1,9,5,IG,0.34999868931521366
1,9,5,EG,0.20930565381525973
1,9,6,IG,-0.04352211244355065
1,9,6,EG,0.031985572465135975
1,9,7,IG,0.05570796963947811
1,9,7,EG,0.1758790822987205
1,9,8,IG,-0.012186154921250456
1,9,8,EG,0.22901769216350087
1,9,9,IG,0.005222606484150135
1,9,9,EG,0.3193097049519112
1,9,10,IG,0.029594770076850765
1,9,10,EG,0.3329842468183498
2,0,1,IG,0.9998625712904937
2,0,1,EG,1.0
2,0,2,IG,0.7976395788861868
2,0,2,EG,0.7814613658897963
2,0,3,IG,0.6909110219328275
2,0,3,EG,0.647852650989488
2,0,4,IG,0.4662248812087775
2,0,4,EG,0.3509263067318409
2,0,5,IG,0.1375600517004753
2,0,5,EG,0.18911351427511203
2,0,6,IG,-0.09226715521653596
2,0,6,EG,0.1379550428922904
2,0,7,IG,0.07833909726225202
2,0,7,EG,0.2646447223232024
2,0,8,IG,0.015668007489600448
2,0,8,EG,0.3045651955161235
2,0,9,IG,-0.015668007489600448
2,0,9,EG,0.2430147760267872
2,0,10,IG,-0.09574864737581142
2,0,10,EG,0.18401752714735364
2,1,1,IG,0.9998625712904937
2,1,1,EG,0.9998625807338188
2,1,2,IG,0.83782756197926
2,1,2,EG,0.816798305081013
2,1,3,IG,0.7425128041913408
2,1,3,EG,0.6724791009543639
2,1,4,IG,0.6982682077714135
2,1,4,EG,0.635122836130939
2,1,5,IG,0.34262780216301786
2,1,5,EG,0.2972947038305383
2,1,6,IG,0.005222716173968665
2,1,6,EG,0.12036706497654376
2,1,7,IG,0.15493825542732725
2,1,7,EG,0.0718962690091443
2,1,8,IG,0.10967473616715283
2,1,8,EG,-0.035688350782274614
2,1,9,IG,0.015667913470179158
2,1,9,EG,-0.03628872578686849
2,1,10,IG,0.047004304532142965
2,1,10,EG,-0.045417717393458804
2,2,1,IG,0.9998625712904937
2,2,1,EG,1.0
2,2,2,IG,0.8503855525703932
2,2,2,EG,0.8257407346547087
2,2,3,IG,0.7563371226630762
2,2,3,EG,0.692440813594301
2,2,4,IG,0.46068748107261
2,2,4,EG,0.3001004069530161
2,2,5,IG,-0.001238952118374073
2,2,5,EG,0.23039447891338477
2,2,6,IG,0.06441311294422165
2,2,6,EG,0.433663430257954
2,2,7,IG,0.06093059179317918
2,2,7,EG,0.4650646429847435
2,2,8,IG,0.07833980239839117
2,2,8,EG,0.4656435915840202
2,2,9,IG,-0.050486104867857255
2,2,9,EG,0.41654788719394237
2,2,10,IG,-0.019149729475162285
2,2,10,EG,0.4338768871495318
2,3,1,IG,0.9998625712904937
2,3,1,EG,0.9999656445933075
2,3,2,IG,0.8503855525703932
2,3,2,EG,0.8202788111465888
2,3,3,IG,0.7205262389791939
2,3,3,EG,0.6232652908641908
2,3,4,IG,0.5121189647696297
2,3,4,EG,0.28495722055888334
2,3,5,IG,0.04461583569422593
2,3,5,EG,0.1268017075718863
2,3,6,IG,-0.11663996127737435
2,3,6,EG,0.15718231211755634
2,3,7,IG,0.09574864737581142
2,3,7,EG,0.23963180589375443
2,3,8,IG,0.003481768995484052
2,3,8,EG,0.2100353674984649
2,3,9,IG,0.03307650773295085
2,3,9,EG,0.23480350105590342
2,3,10,IG,0.05048595338871427
2,3,10,EG,0.22369291048542053
2,4,1,IG,0.999896923155939
2,4,1,EG,0.9999999999999998
2,4,2,IG,0.7976395788861868
2,4,2,EG,0.7801161516581003
2,4,3,IG,0.6525416825117981
2,4,3,EG,0.6318260638090876
2,4,4,IG,0.339402209410359
2,4,4,EG,0.2725739626299075
2,4,5,IG,0.08896654170533848
2,4,5,EG,0.37911609882029557
2,4,6,IG,-0.12012787867766084
2,4,6,EG,0.2543381881581404
2,4,7,IG,-0.012186154921250456
2,4,7,EG,0.2681718372205372
2,4,8,IG,-0.07137605025303839
2,4,8,EG,0.3364589174323479
2,4,9,IG,-0.09226715521653596
2,4,9,EG,0.4150196141009325
2,4,10,IG,-0.16538452350133806
2,4,10,EG,0.4361112668693367
2,5,1,IG,0.9998625712904937
2,5,1,EG,0.9999656445933075
2,5,2,IG,0.7976395788861868
2,5,2,EG,0.7860564285823953
2,5,3,IG,0.6666088184072072
2,5,3,EG,0.6035340699962193
2,5,4,IG,0.43276907440774937
2,5,4,EG,0.3590108663444894
2,5,5,IG,0.04722244026034176
2,5,5,EG,0.16411901923361327
2,5,6,IG,-0.12012211158214313
2,5,6,EG,0.07857923069984211
2,5,7,IG,-0.0470038814390347
2,5,7,EG,0.1247768258437684
2,5,8,IG,0.06093059179317918
2,5,8,EG,0.011273446400027169
2,5,9,IG,0.06093059179317918
2,5,9,EG,0.030891703670023873
2,5,10,IG,0.012186118358635836
2,5,10,EG,0.0010802344168245358
2,6,1,IG,0.9998625712904937
2,6,1,EG,0.9998625807338188
2,6,2,IG,0.7976395788861868
2,6,2,EG,0.7830320175838691
2,6,3,IG,0.6343360263309229
2,6,3,EG,0.6285974543892926
2,6,4,IG,0.5018034226042299
2,6,4,EG,0.4077469938431512
2,6,5,IG,0.2451035284720047
2,6,5,EG,0.25241343369714103
2,6,6,IG,0.060940466054477234
2,6,6,EG,0.2227671512253997
2,6,7,IG,0.11663821147935301
2,6,7,EG,0.15753478446663152
2,6,8,IG,0.10619331712525515
2,6,8,EG,0.07523400125876678
2,6,9,IG,0.13405011734234487
2,6,9,EG,-0.009864354051068999
2,6,10,IG,0.1340489107217586
2,6,10,EG,-0.013177361957425459
2,7,1,IG,0.8122786587080686
2,7,1,EG,0.9999489834961278
2,7,2,IG,0.620999325820916
2,7,2,EG,0.643270347932625
2,7,3,IG,0.485999087855717
2,7,3,EG,0.49201312817304677
2,7,4,IG,0.43508173271563955
2,7,4,EG,0.5012343902212151
2,7,5,IG,0.17108980563582155
2,7,5,EG,0.3670828497177727
2,7,6,IG,-0.07487061428301853
2,7,6,EG,0.20281281802416176
2,7,7,IG,-0.04700416349983742
2,7,7,EG,0.27111747530703595
2,7,8,IG,-0.027854151963872417
2,7,8,EG,0.27132590406240664
2,7,9,IG,-0.03655868414240104
2,7,9,EG,0.23685347898829232
2,7,10,IG,-0.01914978693173388
2,7,10,EG,0.21921475164136234
2,8,1,IG,0.9998625712904937
2,8,1,EG,0.9999656445933075
2,8,2,IG,0.7423094563857078
2,8,2,EG,0.7630018614793721
2,8,3,IG,0.6850528916753831
2,8,3,EG,0.6567868658097817
2,8,4,IG,0.5182328826455409
2,8,4,EG,0.3518357985812394
2,8,5,IG,0.13322941063756738
2,8,5,EG,0.18088981522364075
2,8,6,IG,0.09575008381596062
2,8,6,EG,0.35071439498776436
2,8,7,IG,0.04352185128084227
2,8,7,EG,0.4160946624111412
2,8,8,IG,-0.01914967201910786
2,8,8,EG,0.29727225259910217
2,8,9,IG,-0.08878431023055229
2,8,9,EG,0.32512428638401947
2,8,10,IG,-0.10619491023928596
2,8,10,EG,0.4577803307810484
2,9,1,IG,0.9998625712904937
2,9,1,EG,1.0
2,9,2,IG,0.893231069660975
2,9,2,EG,0.8841720944383035
2,9,3,IG,0.8090441614068244
2,9,3,EG,0.7815875587478813
2,9,4,IG,0.568990052471145
2,9,4,EG,0.5641175868131467
2,9,5,IG,0.08539588574973273
2,9,5,EG,0.2735407115728862
2,9,6,IG,-0.06093040898175157
2,9,6,EG,0.2941285988502704
2,9,7,IG,0.043521720701251126
2,9,7,EG,0.21249006436819431
2,9,8,IG,0.026113345816000742
2,9,8,EG,0.17937345269784127
2,9,9,IG,0.04004010317837489
2,9,9,EG,0.13688090012944784
2,9,10,IG,0.04352185128084227
2,9,10,EG,0.17381701603739408
3,0,1,IG,0.8122786587080686
3,0,1,EG,1.0
3,0,2,IG,0.6837432777310459
3,0,2,EG,0.6983523575927312
3,0,3,IG,0.5999748804702986
3,0,3,EG,0.655479684995378
3,0,4,IG,0.5000846119899629
3,0,4,EG,0.5091820374336921
3,0,5,IG,0.2476792235402269
3,0,5,EG,0.16550276386683807
3,0,6,IG,0.15675722846682472
3,0,6,EG,0.10563732162489049
3,0,7,IG,0.16193044013317387
3,0,7,EG,0.1512894316996945
3,0,8,IG,0.16192849608529444
3,0,8,EG,0.18614219803820134
3,0,9,IG,0.1619299541146398
3,0,9,EG,0.20613427063035158
3,0,10,IG,0.16192849608529444
3,0,10,EG,0.15219394258946076
3,1,1,IG,0.9998625712904937
3,1,1,EG,0.9999656445933075
3,1,2,IG,0.8503855525703932
3,1,2,EG,0.8367668889886377
3,1,3,IG,0.7700013661165493
3,1,3,EG,0.7277510562138085
3,1,4,IG,0.5562327859968061
3,1,4,EG,0.5771210459719276
3,1,5,IG,0.16773705127044067
3,1,5,EG,0.4370566461736342
3,1,6,IG,-0.14110439188085885
3,1,6,EG,0.3547347308197964
3,1,7,IG,0.05398232245587733
3,1,7,EG,0.3802778897896516
3,1,8,IG,-0.012188276116155684
3,1,8,EG,0.29802457461565723
3,1,9,IG,-0.029600099139235236
3,1,9,EG,0.28125056305949503
3,1,10,IG,0.015670546653938727
3,1,10,EG,0.29878509972472367
3,2,1,IG,0.9998625712904937
3,2,1,EG,1.0
3,2,2,IG,0.7976395788861868
3,2,2,EG,0.8084152268003691
3,2,3,IG,0.6410318796876527
3,2,3,EG,0.6352274189835061
3,2,4,IG,0.46597235997266756
3,2,4,EG,0.45000422817092645
3,2,5,IG,0.12546451034761713
3,2,5,EG,0.24372217179507896
3,2,6,IG,0.0714026201058727
3,2,6,EG,0.20793455692027277
3,2,7,IG,0.10272913917582054
3,2,7,EG,0.15735004576154935
3,2,8,IG,0.06442355182492292
3,2,8,EG,0.20851404866893988
3,2,9,IG,0.07835249810578764
3,2,9,EG,0.24633744460973225
3,2,10,IG,0.0888002974177057
3,2,10,EG,0.19771825469204118
3,3,1,IG,0.9998625712904937
3,3,1,EG,0.9999656445933075
3,3,2,IG,0.8503855525703932
3,3,2,EG,0.8251351953274415
3,3,3,IG,0.7842801566363286
3,3,3,EG,0.7872625330163048
3,3,4,IG,0.643710183053814
3,3,4,EG,0.6487011290371336
3,3,5,IG,0.07712121904945737
3,3,5,EG,0.43700984830583295
3,3,6,IG,0.029598588945957866
3,3,6,EG,0.37059436322736294
3,3,7,IG,0.1201408576801969
3,3,7,EG,0.2998955479107044
3,3,8,IG,0.005223562584941093
3,3,8,EG,0.2939131898636556
3,3,9,IG,0.03656460885919036
3,3,9,EG,0.2583877109286984
3,3,10,IG,0.022635301992540484
3,3,10,EG,0.2671859291648907
3,4,1,IG,0.8122786587080686
3,4,1,EG,1.0
3,4,2,IG,0.620999325820916
3,4,2,EG,0.817852244038672
3,4,3,IG,0.460584014522358
3,4,3,EG,0.5130856207041152
3,4,4,IG,0.2919719535191669
3,4,4,EG,0.3860565355883808
3,4,5,IG,0.05599615336295078
3,4,5,EG,0.3594163322212592
3,4,6,IG,0.13984382632547682
3,4,6,EG,0.2685287119725924
3,4,7,IG,0.15677041242214382
3,4,7,EG,0.09298169852521611
3,4,8,IG,0.12362616979242731
3,4,8,EG,0.06567934179505464
3,4,9,IG,0.10969481428376295
3,4,9,EG,-0.02088305733218884
3,4,10,IG,0.12362579872931403
3,4,10,EG,0.06443623357019383
3,5,1,IG,0.9998625712904937
3,5,1,EG,1.0
3,5,2,IG,0.8503855525703932
3,5,2,EG,0.8326954186500615
3,5,3,IG,0.7908076645273224
3,5,3,EG,0.7867914139286069
3,5,4,IG,0.5419433103029939
3,5,4,EG,0.5198577135722248
3,5,5,IG,0.16675073002255542
3,5,5,EG,0.21544816032645972
3,5,6,IG,-0.15846043130935242
3,5,6,EG,0.17192630837223935
3,5,7,IG,-0.1480009399066643
3,5,7,EG,0.11797702239346203
3,5,8,IG,-0.0696472920923182
3,5,8,EG,0.09148151380997804
3,5,9,IG,0.02611757775656454
3,5,9,EG,0.10224943359273396
3,5,10,IG,-0.08183483135493376
3,5,10,EG,0.07658555329760651
3,6,1,IG,0.9998625712904937
3,6,1,EG,0.9999656445933075
3,6,2,IG,0.7189784274850111
3,6,2,EG,0.7097672944278606
3,6,3,IG,0.7803510777040692
3,6,3,EG,0.7571096966119293
3,6,4,IG,0.6067934056061379
3,6,4,EG,0.6304904484999707
3,6,5,IG,0.3191895215343038
3,6,5,EG,0.4946073447562191
3,6,6,IG,-0.1515328977320261
3,6,6,EG,0.38526480754556924
3,6,7,IG,-0.001741156172985064
3,6,7,EG,0.3998643497155196
3,6,8,IG,-0.14103449659041778
3,6,8,EG,0.41817374328106377
3,6,9,IG,-0.15148058704970058
3,6,9,EG,0.3671700566024372
3,6,10,IG,-0.1305878887828227
3,6,10,EG,0.4349364515696193
3,7,1,IG,0.9998625712904937
3,7,1,EG,1.0
3,7,2,IG,0.7976395788861868
3,7,2,EG,0.7910057229835091
3,7,3,IG,0.6916216848813969
3,7,3,EG,0.6818889555844451
3,7,4,IG,0.5395114135732667
3,7,4,EG,0.6195701492137207
3,7,5,IG,0.0888148576876083
3,7,5,EG,0.416182102781294
3,7,6,IG,-0.1480129351019648
3,7,6,EG,0.43585349486763675
3,7,7,IG,-0.10621180165730533
3,7,7,EG,0.33074526743135724
3,7,8,IG,-0.10621084532408762
3,7,8,EG,0.3437525325321396
3,7,9,IG,-0.08183458574151015
3,7,9,EG,0.3139805343942393
3,7,10,IG,-0.07138761734897693
3,7,10,EG,0.32348836605763326
3,8,1,IG,0.8122786587080686
3,8,1,EG,1.0
3,8,2,IG,0.6837432777310459
3,8,2,EG,0.728212670152787
3,8,3,IG,0.5468670106307892
3,8,3,EG,0.5793164740524746
3,8,4,IG,0.3927301912640519
3,8,4,EG,0.37185680794114784
3,8,5,IG,0.12997074368844996
3,8,5,EG,0.4141469073490863
3,8,6,IG,-0.1689809257824467
3,8,6,EG,0.23171031604969242
3,8,7,IG,-0.04004719295308296
3,8,7,EG,0.2883263052694492
3,8,8,IG,-0.0957650266269375
3,8,8,EG,0.42235094626425745
